frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
416,13866,True,0.9949,0.9949,0.727975,0.876131,-0.0,0.649306,0.84544,-0.000491,0.590641,0.815077,-0.013555,0.544214,0.816202,-0.031264,0.509343,0.834572,-0.051615,0.60386,0.694881,-0.022258,0.554929,0.657562,-0.046911,0.525086,0.621124,-0.0629,0.501265,0.586254,-0.075521,0.636671,0.704066,-0.037999,0.548625,0.769202,-0.071975,0.537921,0.84348,-0.080257,0.54643,0.881193,-0.082381,0.66571,0.742175,-0.054173,0.577023,0.806615,-0.088364,0.565234,0.866631,-0.085823,0.572272,0.896642,-0.077808,0.689521,0.791257,-0.069949,0.618499,0.824954,-0.096287,0.592498,0.86076,-0.096309,0.585181,0.884386,-0.091293
417,13900,True,0.995,0.995,0.727168,0.872504,-0.0,0.647569,0.839813,-0.006481,0.590358,0.806329,-0.022868,0.5452,0.806839,-0.043056,0.512717,0.830311,-0.065907,0.607458,0.68233,-0.029734,0.560189,0.643508,-0.056192,0.530606,0.607964,-0.073779,0.506882,0.572883,-0.088103,0.643936,0.691311,-0.043988,0.558188,0.760875,-0.082856,0.549406,0.837052,-0.092953,0.560335,0.873716,-0.095611,0.675994,0.731763,-0.059165,0.589847,0.798665,-0.097393,0.577037,0.857417,-0.096726,0.58366,0.886096,-0.089248,0.703249,0.78273,-0.074539,0.641408,0.8037,-0.104166,0.615287,0.826434,-0.107075,0.606289,0.84116,-0.103997
418,13933,True,0.9958,0.9958,0.739234,0.868155,-0.0,0.659845,0.833066,-0.003547,0.599551,0.804594,-0.018363,0.553858,0.816365,-0.037804,0.527744,0.842571,-0.059985,0.614993,0.679598,-0.024468,0.563172,0.652882,-0.049147,0.533744,0.627169,-0.065521,0.510789,0.598918,-0.078992,0.648756,0.689413,-0.039837,0.562461,0.761619,-0.074063,0.553051,0.835686,-0.083439,0.564314,0.871279,-0.087254,0.679991,0.729113,-0.056058,0.594318,0.803394,-0.09127,0.582593,0.865868,-0.090673,0.589687,0.89546,-0.084461,0.70706,0.78088,-0.072248,0.638424,0.823295,-0.098588,0.613024,0.863325,-0.099103,0.606736,0.88881,-0.095122
419,13966,True,0.9939,0.9939,0.751891,0.871042,-0.0,0.672617,0.828965,-0.003521,0.606907,0.806835,-0.018853,0.560657,0.835395,-0.038347,0.536058,0.878082,-0.06084,0.614895,0.689872,-0.024738,0.563152,0.685043,-0.050593,0.528302,0.679554,-0.068245,0.500928,0.670223,-0.081788,0.649573,0.703376,-0.039599,0.571033,0.794892,-0.072017,0.559554,0.869555,-0.08276,0.565655,0.904406,-0.088353,0.68299,0.745914,-0.055306,0.602707,0.838056,-0.087585,0.591875,0.896678,-0.088653,0.59677,0.91854,-0.084626,0.71178,0.797785,-0.070863,0.642317,0.857294,-0.092805,0.621387,0.894467,-0.091975,0.617636,0.91159,-0.088027
420,14000,True,0.993,0.993,0.757062,0.879503,-0.0,0.673492,0.837448,-0.008081,0.601041,0.826194,-0.024945,0.552642,0.870452,-0.044598,0.532445,0.925519,-0.066628,0.608219,0.716482,-0.027834,0.562305,0.731678,-0.053756,0.52973,0.744259,-0.070864,0.504688,0.745618,-0.084183,0.644842,0.733031,-0.040534,0.572669,0.838669,-0.072015,0.561027,0.911798,-0.084199,0.565445,0.938887,-0.091492,0.681451,0.777514,-0.054272,0.608076,0.884823,-0.085368,0.597284,0.93806,-0.088892,0.600869,0.948406,-0.087164,0.714086,0.83052,-0.068276,0.649153,0.906326,-0.090036,0.628314,0.941464,-0.09116,0.6242,0.952566,-0.088883
421,14033,True,0.9887,0.9887,0.757259,0.891529,-0.0,0.676676,0.856984,-0.008701,0.602774,0.855842,-0.02712,0.556593,0.904905,-0.046851,0.537737,0.960333,-0.06789,0.606945,0.750341,-0.037228,0.558711,0.771248,-0.061543,0.523231,0.800537,-0.074089,0.498304,0.824583,-0.083821,0.643358,0.76925,-0.048777,0.572883,0.889382,-0.076697,0.567757,0.948973,-0.083921,0.575606,0.966239,-0.089597,0.680421,0.813959,-0.060736,0.607518,0.936348,-0.088225,0.604801,0.973435,-0.087948,0.612949,0.970935,-0.08572,0.714374,0.864823,-0.072872,0.648175,0.953358,-0.094905,0.635121,0.979711,-0.095821,0.636879,0.98045,-0.094071
422,14066,True,0.9697,0.9697,0.757486,0.900672,-0.0,0.680687,0.858012,-0.000653,0.604709,0.846956,-0.015284,0.552888,0.876962,-0.031694,0.521369,0.909686,-0.050054,0.597879,0.77915,-0.033733,0.540469,0.833825,-0.051734,0.50287,0.872208,-0.059263,0.479835,0.90487,-0.065828,0.634218,0.804894,-0.048113,0.564564,0.925849,-0.06785,0.57859,0.949653,-0.067848,0.595326,0.936788,-0.069817,0.67247,0.847744,-0.061509,0.602369,0.962654,-0.081496,0.6205,0.960615,-0.073261,0.63857,0.92965,-0.068251,0.708178,0.893889,-0.074504,0.647799,0.971043,-0.093795,0.660232,0.965245,-0.089229,0.679351,0.937519,-0.084459
423,14100,True,0.9806,0.9806,0.747517,0.905539,-0.0,0.680132,0.867452,-0.000562,0.603925,0.852703,-0.012327,0.546539,0.867782,-0.02495,0.505866,0.88653,-0.039812,0.596862,0.790235,-0.03317,0.534099,0.844319,-0.053509,0.492882,0.882017,-0.064801,0.463572,0.912684,-0.074691,0.630761,0.81577,-0.047373,0.55198,0.936729,-0.070172,0.571519,0.950044,-0.070177,0.593058,0.929644,-0.071618,0.666924,0.858103,-0.06086,0.592452,0.969204,-0.086043,0.614515,0.96571,-0.075933,0.634778,0.935518,-0.068129,0.701214,0.904809,-0.073623,0.638449,0.981121,-0.098563,0.654855,0.975328,-0.094085,0.675634,0.949023,-0.088286
424,14133,True,0.9902,0.9902,0.747431,0.915777,-0.0,0.680987,0.881208,0.000132,0.604877,0.875317,-0.014217,0.551448,0.909691,-0.029739,0.520207,0.951694,-0.048382,0.600493,0.794154,-0.036688,0.541973,0.827249,-0.059453,0.498512,0.849898,-0.072081,0.465749,0.870329,-0.083086,0.63415,0.816312,-0.053477,0.547159,0.932709,-0.079572,0.566636,0.961735,-0.079261,0.589654,0.952295,-0.078963,0.670996,0.859139,-0.069417,0.587348,0.966214,-0.098857,0.608718,0.972389,-0.088338,0.631525,0.947759,-0.078397,0.705295,0.908161,-0.084274,0.634425,0.97686,-0.112303,0.64807,0.978189,-0.107373,0.67146,0.956184,-0.100217
425,14166,True,0.9889,0.9889,0.749636,0.920728,-0.0,0.675067,0.897409,-0.008562,0.595067,0.894834,-0.02667,0.544499,0.936731,-0.044676,0.525921,0.986898,-0.064667,0.610367,0.785667,-0.039834,0.562278,0.7969,-0.065239,0.523678,0.811341,-0.079307,0.491334,0.82294,-0.091489,0.643357,0.805934,-0.053385,0.556345,0.910312,-0.084604,0.56147,0.96703,-0.089471,0.575432,0.981231,-0.092111,0.678834,0.849714,-0.067005,0.596538,0.951705,-0.101386,0.60842,0.978556,-0.096335,0.624967,0.965971,-0.08878,0.709281,0.900103,-0.08012,0.641744,0.965971,-0.108911,0.646852,0.979598,-0.107634,0.662362,0.96594,-0.103583
426,14200,True,0.9851,0.9851,0.760544,0.911823,-0.0,0.679644,0.880502,-0.009895,0.606314,0.870878,-0.030652,0.558495,0.906072,-0.051704,0.541453,0.955034,-0.075286,0.628669,0.765978,-0.049589,0.587787,0.771248,-0.080671,0.554056,0.780116,-0.099047,0.523343,0.785626,-0.113471,0.664867,0.786353,-0.063438,0.582085,0.882948,-0.098517,0.568569,0.951061,-0.106987,0.570945,0.983042,-0.113201,0.700971,0.833856,-0.077546,0.618215,0.926069,-0.114615,0.607411,0.973672,-0.114755,0.611595,0.98685,-0.110798,0.731266,0.888553,-0.091121,0.659058,0.94874,-0.121584,0.636751,0.981506,-0.12481,0.631522,0.994347,-0.12409
427,14233,True,0.9891,0.9891,0.768374,0.916375,-0.0,0.689852,0.879417,-0.010564,0.624348,0.862293,-0.029109,0.580918,0.892222,-0.048828,0.561821,0.940614,-0.071209,0.650543,0.748275,-0.039041,0.621749,0.750297,-0.068064,0.596288,0.750084,-0.088077,0.572461,0.745547,-0.10388,0.686344,0.767508,-0.051497,0.613003,0.861751,-0.083501,0.595032,0.930655,-0.096087,0.593289,0.964134,-0.105941,0.720144,0.815252,-0.06478,0.646383,0.908643,-0.098943,0.62835,0.960653,-0.103662,0.625495,0.981424,-0.103648,0.748086,0.871774,-0.077982,0.684544,0.929747,-0.106278,0.660523,0.964654,-0.110899,0.651829,0.98182,-0.111401
428,14266,True,0.9948,0.9948,0.764657,0.919707,-0.0,0.693706,0.88209,-0.021249,0.638268,0.860357,-0.046676,0.598249,0.879293,-0.071389,0.578464,0.91588,-0.098562,0.667754,0.741317,-0.055916,0.647003,0.736549,-0.091711,0.62669,0.728168,-0.115725,0.607741,0.713928,-0.134117,0.708273,0.756927,-0.065964,0.633467,0.840928,-0.106445,0.609488,0.913589,-0.119998,0.605051,0.950769,-0.12859,0.744351,0.804447,-0.077824,0.669324,0.889617,-0.120482,0.646109,0.942318,-0.124499,0.642535,0.965451,-0.122066,0.772608,0.860897,-0.090436,0.710205,0.916048,-0.126698,0.68371,0.94823,-0.132806,0.674082,0.962734,-0.13266
429,14299,True,0.9989,0.9989,0.767892,0.90252,-0.0,0.702599,0.863926,-0.026394,0.64609,0.842287,-0.054764,0.606019,0.870477,-0.082173,0.589114,0.913206,-0.112318,0.684238,0.731004,-0.059826,0.663577,0.725749,-0.098043,0.646041,0.710616,-0.124158,0.630674,0.688634,-0.144493,0.723946,0.746514,-0.068875,0.64588,0.825029,-0.113021,0.623789,0.898665,-0.125128,0.624105,0.926462,-0.130986,0.757341,0.795906,-0.08073,0.680767,0.877571,-0.124505,0.656343,0.930501,-0.125427,0.654438,0.944113,-0.120426,0.782541,0.854667,-0.094406,0.720495,0.908799,-0.129697,0.689166,0.943738,-0.133225,0.677702,0.95493,-0.131272
430,14333,True,0.9997,0.9997,0.769242,0.892308,0.0,0.705607,0.864443,-0.027628,0.65069,0.844686,-0.060026,0.611803,0.867381,-0.091713,0.591897,0.90314,-0.126688,0.687708,0.723309,-0.069433,0.666271,0.719982,-0.113544,0.652208,0.698502,-0.144213,0.64034,0.670232,-0.167601,0.728207,0.73704,-0.080327,0.644644,0.817318,-0.12886,0.625134,0.893037,-0.139211,0.629858,0.92033,-0.142984,0.761806,0.786138,-0.09418,0.679578,0.868441,-0.140219,0.655247,0.923047,-0.13588,0.656778,0.93799,-0.127217,0.785753,0.845421,-0.110422,0.719076,0.901937,-0.149071,0.687708,0.938433,-0.150823,0.679671,0.95005,-0.146888
431,14366,True,0.9996,0.9996,0.754468,0.893431,-0.0,0.695624,0.861875,-0.019692,0.639318,0.836482,-0.042757,0.601327,0.861592,-0.066143,0.58192,0.89941,-0.092921,0.673986,0.718805,-0.048894,0.650899,0.714612,-0.08192,0.633923,0.698094,-0.10632,0.619489,0.67447,-0.125976,0.714299,0.730824,-0.059277,0.633145,0.813565,-0.098314,0.611407,0.887307,-0.110792,0.612976,0.913679,-0.116773,0.747676,0.778853,-0.071552,0.667286,0.863944,-0.11099,0.64351,0.918785,-0.112443,0.643626,0.932943,-0.107936,0.772717,0.837121,-0.085084,0.705448,0.894733,-0.118545,0.674711,0.931214,-0.121603,0.666513,0.943602,-0.118667
432,14400,True,0.9995,0.9995,0.736097,0.88249,-0.0,0.679842,0.850034,-0.016614,0.624529,0.82356,-0.036873,0.586081,0.853024,-0.058423,0.560905,0.892417,-0.084243,0.656203,0.713008,-0.043386,0.622706,0.70923,-0.072665,0.600705,0.692598,-0.094808,0.582558,0.67002,-0.112525,0.695291,0.727657,-0.053869,0.611584,0.809189,-0.090997,0.588898,0.884223,-0.10508,0.589976,0.919151,-0.111569,0.72896,0.776745,-0.06548,0.645527,0.853674,-0.104346,0.618627,0.911765,-0.108669,0.614471,0.93422,-0.105123,0.755159,0.836068,-0.077681,0.692425,0.880856,-0.111201,0.658657,0.915574,-0.115311,0.645006,0.933283,-0.112446
433,14433,True,0.9995,0.9995,0.721027,0.868346,-0.0,0.66257,0.843125,-0.010389,0.605972,0.82398,-0.027178,0.564651,0.852062,-0.045971,0.531321,0.88874,-0.068181,0.618955,0.711792,-0.037651,0.578735,0.706222,-0.063173,0.552288,0.691075,-0.081888,0.531647,0.672509,-0.097839,0.657095,0.72024,-0.049866,0.570654,0.8132,-0.083926,0.560816,0.889509,-0.094886,0.575147,0.923365,-0.099672,0.69486,0.76618,-0.062818,0.608531,0.850009,-0.09878,0.588012,0.90864,-0.102283,0.591796,0.929768,-0.09932,0.726676,0.824589,-0.075803,0.66484,0.873693,-0.110794,0.630823,0.90358,-0.118254,0.617846,0.917569,-0.118049
434,14466,True,0.9963,0.9963,0.702569,0.865537,-0.0,0.639066,0.836864,-0.005568,0.578652,0.81676,-0.020043,0.536238,0.845537,-0.036879,0.504326,0.89291,-0.057322,0.599392,0.71251,-0.033753,0.553279,0.697698,-0.055745,0.519499,0.679945,-0.071397,0.49139,0.659631,-0.085838,0.631889,0.724917,-0.04659,0.548217,0.811575,-0.079323,0.537183,0.885255,-0.088708,0.546803,0.920245,-0.09301,0.664333,0.768016,-0.059384,0.579982,0.84571,-0.092051,0.561343,0.899496,-0.094626,0.561797,0.922144,-0.091841,0.692572,0.822556,-0.071747,0.63305,0.859284,-0.102065,0.600687,0.884917,-0.108583,0.584813,0.898598,-0.108932
435,14500,True,0.9969,0.9969,0.695269,0.859519,-0.0,0.629059,0.842514,-0.004177,0.567462,0.823673,-0.019166,0.522258,0.842274,-0.037785,0.485106,0.874562,-0.059423,0.58094,0.704435,-0.031518,0.529417,0.685055,-0.058774,0.490047,0.668904,-0.075888,0.458592,0.6556,-0.089,0.61068,0.714965,-0.046626,0.521586,0.787819,-0.084299,0.513784,0.86507,-0.092527,0.527396,0.90206,-0.093239,0.642313,0.75391,-0.062418,0.55338,0.821788,-0.100249,0.538219,0.883416,-0.099823,0.543284,0.912011,-0.092422,0.670725,0.805396,-0.077646,0.603249,0.844591,-0.111033,0.570734,0.875791,-0.116001,0.557865,0.892073,-0.113395
436,14533,True,0.9977,0.9977,0.692502,0.863719,-0.0,0.61929,0.849235,-0.004274,0.557773,0.825846,-0.01826,0.511901,0.832099,-0.035536,0.475066,0.855475,-0.054996,0.568431,0.695991,-0.026669,0.516922,0.677074,-0.052181,0.478519,0.657673,-0.068487,0.446977,0.640578,-0.081183,0.598196,0.703299,-0.040758,0.510243,0.778307,-0.076929,0.507573,0.857316,-0.084531,0.522984,0.896356,-0.084929,0.627876,0.739568,-0.055655,0.540298,0.80974,-0.092066,0.531616,0.872469,-0.08953,0.540734,0.904039,-0.080552,0.654803,0.788611,-0.070262,0.585649,0.823509,-0.100668,0.557591,0.855494,-0.103401,0.548386,0.875286,-0.099457
437,14566,True,0.998,0.998,0.697855,0.86441,-0.0,0.620129,0.846122,-0.001556,0.557518,0.816931,-0.012753,0.511431,0.817388,-0.028221,0.477817,0.839402,-0.045934,0.571148,0.688699,-0.020411,0.517477,0.664345,-0.043064,0.481241,0.641657,-0.058522,0.451209,0.619764,-0.071355,0.600229,0.692969,-0.035155,0.514951,0.765344,-0.069594,0.50751,0.839955,-0.080141,0.518582,0.878879,-0.083765,0.627933,0.727547,-0.050349,0.541924,0.797154,-0.085393,0.530911,0.861338,-0.086248,0.538385,0.895972,-0.08036,0.652162,0.775317,-0.065124,0.584112,0.809797,-0.09353,0.55582,0.84498,-0.097425,0.546066,0.870076,-0.095091
438,14600,True,0.9976,0.9976,0.702517,0.860146,-0.0,0.62242,0.83546,0.00025,0.558926,0.805234,-0.011378,0.512706,0.807838,-0.027519,0.482335,0.831792,-0.046012,0.57697,0.678319,-0.020784,0.521873,0.652997,-0.043362,0.486962,0.630787,-0.059137,0.457172,0.608177,-0.072649,0.606096,0.683487,-0.036234,0.520753,0.756676,-0.068947,0.515586,0.826987,-0.078523,0.528468,0.86204,-0.082889,0.632775,0.719735,-0.051941,0.545895,0.789478,-0.085503,0.539487,0.852866,-0.085066,0.550757,0.885767,-0.07943,0.655921,0.768311,-0.067215,0.585132,0.803937,-0.094856,0.55927,0.843373,-0.09794,0.552234,0.871914,-0.095737
439,14633,True,0.9969,0.9969,0.7106,0.857215,-0.0,0.630884,0.83218,-0.001093,0.570961,0.803246,-0.012796,0.525212,0.80666,-0.029352,0.488906,0.823081,-0.048197,0.581483,0.673597,-0.018138,0.532542,0.6469,-0.042648,0.499547,0.624695,-0.059477,0.470724,0.604654,-0.072559,0.613079,0.681529,-0.034021,0.528679,0.744581,-0.0696,0.521981,0.819697,-0.080054,0.533831,0.861884,-0.083132,0.642454,0.718709,-0.050904,0.558387,0.780191,-0.087749,0.550837,0.845062,-0.087416,0.560849,0.881358,-0.079782,0.668442,0.767274,-0.067407,0.601046,0.790851,-0.096036,0.576158,0.825671,-0.09774,0.569546,0.852116,-0.09339
440,14666,True,0.9976,0.9976,0.71725,0.859439,-0.0,0.637721,0.833753,-0.004433,0.577605,0.806354,-0.018404,0.531902,0.809116,-0.036246,0.500092,0.824963,-0.056142,0.593167,0.673073,-0.024415,0.544633,0.644961,-0.04921,0.511469,0.621686,-0.065846,0.482754,0.599023,-0.07917,0.625882,0.680982,-0.038473,0.541996,0.748403,-0.07369,0.536588,0.823414,-0.082858,0.549029,0.86146,-0.085925,0.655386,0.719438,-0.053576,0.572273,0.783584,-0.090695,0.564116,0.845276,-0.09012,0.573489,0.879162,-0.083044,0.68135,0.769433,-0.068535,0.621312,0.782582,-0.097725,0.594671,0.802886,-0.100916,0.58388,0.818397,-0.098394
441,14700,True,0.9976,0.9976,0.723581,0.863825,-0.0,0.642822,0.83418,-0.004352,0.584845,0.805052,-0.017984,0.540021,0.808083,-0.035872,0.507008,0.823811,-0.055812,0.602864,0.673672,-0.020628,0.55772,0.64849,-0.045058,0.527007,0.62631,-0.06196,0.50098,0.603984,-0.075498,0.635793,0.682791,-0.034975,0.552985,0.746352,-0.070726,0.543886,0.822386,-0.081444,0.553793,0.863318,-0.08526,0.66528,0.721753,-0.050605,0.58376,0.783987,-0.088024,0.572822,0.845518,-0.088723,0.579559,0.880209,-0.082164,0.691276,0.772065,-0.066131,0.631831,0.785551,-0.095042,0.605746,0.808587,-0.098164,0.595304,0.826783,-0.095429
442,14733,True,0.9977,0.9977,0.725698,0.863162,-0.0,0.648216,0.835633,-0.006021,0.590767,0.807455,-0.020917,0.546738,0.809057,-0.03976,0.514887,0.824711,-0.060731,0.607074,0.676654,-0.023653,0.561401,0.64917,-0.049137,0.532809,0.622094,-0.067038,0.508951,0.595188,-0.081355,0.640829,0.684109,-0.03718,0.558291,0.748993,-0.073068,0.549885,0.823074,-0.083211,0.560626,0.860895,-0.086574,0.669939,0.721741,-0.052051,0.588535,0.784601,-0.088446,0.577625,0.844228,-0.087384,0.585157,0.875877,-0.07992,0.694584,0.771436,-0.06716,0.632642,0.794617,-0.095497,0.607272,0.826338,-0.097021,0.599292,0.850507,-0.092861
443,14766,True,0.9978,0.9978,0.728565,0.865263,-0.0,0.653084,0.836644,-0.006213,0.597219,0.807492,-0.021402,0.553642,0.810208,-0.040421,0.518529,0.824331,-0.061787,0.613118,0.677331,-0.026264,0.566917,0.650204,-0.051714,0.538549,0.62433,-0.069398,0.514762,0.598608,-0.08322,0.647292,0.687257,-0.039657,0.56585,0.749175,-0.0754,0.55506,0.823519,-0.085847,0.563767,0.862993,-0.089562,0.676633,0.726289,-0.054182,0.595784,0.786902,-0.090744,0.582468,0.846548,-0.090653,0.588287,0.879763,-0.083904,0.701159,0.776655,-0.068764,0.643124,0.78983,-0.096973,0.618117,0.811532,-0.09917,0.609752,0.828024,-0.095759
444,14799,True,0.9973,0.9973,0.729395,0.868475,-0.0,0.655644,0.838174,-0.006219,0.598939,0.80815,-0.021014,0.555265,0.810145,-0.039586,0.524247,0.826301,-0.06039,0.615914,0.680005,-0.026083,0.571406,0.651374,-0.050781,0.543533,0.627002,-0.067517,0.520016,0.602001,-0.080748,0.651128,0.688656,-0.039146,0.570715,0.752532,-0.073672,0.559346,0.825829,-0.083581,0.567994,0.862919,-0.087271,0.681425,0.727015,-0.053392,0.601031,0.787825,-0.089501,0.58603,0.846077,-0.090101,0.590647,0.877997,-0.08394,0.706264,0.776894,-0.067668,0.650868,0.787254,-0.0954,0.624444,0.805649,-0.09829,0.614435,0.820153,-0.095543
445,14833,True,0.9976,0.9976,0.729412,0.86907,-0.0,0.655053,0.837875,-0.005703,0.59927,0.808276,-0.02002,0.556763,0.81194,-0.038479,0.527844,0.829074,-0.059248,0.616356,0.680625,-0.023528,0.574716,0.652671,-0.047275,0.548356,0.629181,-0.06373,0.525461,0.604626,-0.076842,0.651698,0.689074,-0.036779,0.573962,0.754418,-0.071497,0.559083,0.82703,-0.083177,0.564164,0.866202,-0.087852,0.682319,0.727637,-0.05109,0.603353,0.789771,-0.087655,0.585934,0.84862,-0.090205,0.587805,0.882534,-0.084888,0.707326,0.777473,-0.065288,0.652462,0.793046,-0.093017,0.62498,0.814667,-0.096377,0.613527,0.832311,-0.093578
446,14866,True,0.9976,0.9976,0.729511,0.871683,-0.0,0.655639,0.838956,-0.005498,0.60032,0.808839,-0.019163,0.558181,0.813593,-0.037117,0.529037,0.830482,-0.057475,0.617438,0.682911,-0.021045,0.576979,0.654903,-0.044502,0.550669,0.631445,-0.06107,0.527755,0.607687,-0.074205,0.65189,0.691452,-0.034188,0.575111,0.758133,-0.068272,0.560109,0.830104,-0.080317,0.564701,0.868657,-0.085166,0.681991,0.72968,-0.048486,0.603736,0.793096,-0.084158,0.587308,0.851651,-0.086661,0.589484,0.88427,-0.081341,0.706845,0.779152,-0.062719,0.648861,0.800906,-0.089634,0.621999,0.828616,-0.092005,0.611844,0.850471,-0.088337
447,14900,True,0.9973,0.9973,0.73192,0.876092,-0.0,0.65706,0.843312,-0.003358,0.601527,0.811438,-0.016382,0.560772,0.818117,-0.034365,0.529956,0.83897,-0.055032,0.619812,0.687796,-0.019004,0.57864,0.660357,-0.042991,0.552476,0.635988,-0.059828,0.530352,0.612147,-0.073109,0.652505,0.696155,-0.033702,0.571688,0.761309,-0.068035,0.558003,0.836192,-0.078825,0.564573,0.876721,-0.082351,0.68195,0.733844,-0.049595,0.599585,0.79862,-0.08491,0.587822,0.860797,-0.085001,0.595119,0.892763,-0.077847,0.706971,0.783127,-0.065408,0.643407,0.8107,-0.092004,0.617992,0.843926,-0.092721,0.611693,0.867323,-0.087747
448,14933,True,0.9966,0.9966,0.73377,0.881404,-0.0,0.658854,0.847508,-0.001536,0.602481,0.816733,-0.014306,0.560435,0.826256,-0.032053,0.529382,0.850095,-0.053008,0.621782,0.694885,-0.020207,0.579709,0.666328,-0.04375,0.553267,0.641455,-0.059806,0.5309,0.616882,-0.072416,0.653881,0.705277,-0.035605,0.572369,0.767287,-0.068936,0.556456,0.841262,-0.079125,0.560872,0.882286,-0.082492,0.682971,0.744047,-0.05176,0.600085,0.808589,-0.085724,0.584807,0.870197,-0.08657,0.588147,0.901833,-0.080548,0.70768,0.793766,-0.067517,0.640674,0.830973,-0.093011,0.613423,0.867592,-0.093981,0.605386,0.891267,-0.089584
449,14966,True,0.9959,0.9959,0.737806,0.896994,-0.0,0.666589,0.860653,-0.001658,0.607188,0.826465,-0.013539,0.56335,0.835566,-0.029902,0.534731,0.865565,-0.04945,0.62615,0.708927,-0.020521,0.585456,0.680502,-0.043205,0.559458,0.656386,-0.058319,0.537357,0.631314,-0.070706,0.658046,0.719555,-0.035455,0.574095,0.783701,-0.066748,0.561425,0.85874,-0.074825,0.570455,0.897016,-0.077656,0.686437,0.75989,-0.051184,0.601598,0.823335,-0.084607,0.587982,0.886327,-0.083892,0.595541,0.915884,-0.077339,0.709858,0.81118,-0.066419,0.64071,0.847058,-0.091947,0.615532,0.886322,-0.092214,0.612104,0.909752,-0.087834
450,15000,True,0.9932,0.9932,0.748923,0.917721,-0.0,0.678552,0.873769,-0.003586,0.614994,0.837104,-0.017673,0.569921,0.847365,-0.03529,0.547019,0.881299,-0.056204,0.638882,0.730474,-0.029672,0.597421,0.702836,-0.053631,0.571613,0.680252,-0.068754,0.549608,0.653374,-0.081768,0.672068,0.744572,-0.044308,0.586303,0.810065,-0.076341,0.572265,0.882105,-0.084334,0.579328,0.917151,-0.088287,0.70074,0.789295,-0.059364,0.613989,0.853516,-0.093621,0.596838,0.911921,-0.094099,0.600245,0.939495,-0.089253,0.723501,0.843132,-0.073834,0.652802,0.878249,-0.100857,0.625413,0.912569,-0.102923,0.617702,0.934033,-0.100496
451,15033,True,0.9947,0.9947,0.761634,0.940267,-0.0,0.688549,0.896304,-0.003715,0.626954,0.861162,-0.017867,0.580018,0.87667,-0.035915,0.550952,0.911479,-0.057458,0.649555,0.754597,-0.027315,0.612431,0.729657,-0.05205,0.590709,0.708006,-0.068523,0.572531,0.681046,-0.08193,0.68434,0.770027,-0.042696,0.599035,0.836552,-0.074934,0.5819,0.910113,-0.085282,0.587463,0.946929,-0.09069,0.714923,0.816003,-0.058692,0.628302,0.880736,-0.093705,0.607826,0.940985,-0.095665,0.608771,0.96898,-0.091548,0.739532,0.871669,-0.074028,0.666999,0.909628,-0.100468,0.639343,0.945192,-0.101569,0.632132,0.965644,-0.09839
452,15066,True,0.9948,0.9948,0.76597,0.958748,-0.0,0.695543,0.911462,-0.008717,0.632104,0.879193,-0.025407,0.582741,0.898113,-0.044731,0.556892,0.935106,-0.067066,0.65761,0.775868,-0.032412,0.625887,0.752676,-0.059063,0.605091,0.733751,-0.075842,0.587158,0.708693,-0.089271,0.69308,0.792123,-0.045522,0.609221,0.859648,-0.079084,0.589044,0.933156,-0.088646,0.591537,0.966451,-0.093242,0.724076,0.838898,-0.059819,0.639044,0.905762,-0.096597,0.617682,0.961959,-0.098415,0.617967,0.982044,-0.093696,0.748678,0.894005,-0.073742,0.679011,0.935772,-0.100911,0.652076,0.967965,-0.102,0.64465,0.982792,-0.098583
453,15100,True,0.9934,0.9934,0.76555,0.958448,-0.0,0.698657,0.915711,-0.011412,0.637157,0.888338,-0.029692,0.589843,0.909917,-0.050366,0.565258,0.946048,-0.073444,0.660754,0.789406,-0.032508,0.634432,0.757554,-0.058795,0.615265,0.734369,-0.074955,0.59917,0.706435,-0.088542,0.697701,0.803389,-0.044859,0.613136,0.876439,-0.079507,0.599165,0.947642,-0.087728,0.608539,0.971588,-0.090806,0.729694,0.848829,-0.058948,0.644374,0.919082,-0.096406,0.627545,0.96935,-0.09597,0.633039,0.980178,-0.089392,0.755079,0.902066,-0.073175,0.686971,0.949445,-0.101826,0.663856,0.977709,-0.102881,0.66061,0.984872,-0.09891
