frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
11,366,True,0.996,0.996,0.664877,0.957227,-0.0,0.603814,0.90761,-0.003329,0.566144,0.853149,-0.013676,0.538067,0.82083,-0.028553,0.513957,0.792509,-0.043961,0.613078,0.749005,-0.014973,0.610982,0.674694,-0.038281,0.610219,0.622249,-0.054774,0.609518,0.577387,-0.067114,0.638151,0.760498,-0.026262,0.556825,0.759737,-0.058242,0.534813,0.819405,-0.065827,0.537742,0.857822,-0.065995,0.651155,0.79158,-0.038865,0.569424,0.793107,-0.067849,0.550693,0.839915,-0.061913,0.554402,0.874794,-0.051079,0.655373,0.830655,-0.052376,0.601029,0.811571,-0.075188,0.573415,0.823708,-0.074201,0.562649,0.842253,-0.067302
12,400,True,0.9959,0.9959,0.665886,0.955627,-0.0,0.604155,0.907283,-0.00283,0.566287,0.853972,-0.013154,0.538253,0.822716,-0.028126,0.513147,0.791905,-0.043504,0.611429,0.748112,-0.013866,0.609281,0.673919,-0.037284,0.60806,0.622081,-0.053682,0.607242,0.577384,-0.065709,0.636396,0.758893,-0.025573,0.555781,0.756462,-0.05669,0.534275,0.814412,-0.063865,0.537735,0.850743,-0.063858,0.649345,0.789108,-0.038675,0.567855,0.791079,-0.066677,0.549333,0.837143,-0.060031,0.553482,0.869838,-0.049014,0.653447,0.827645,-0.05273,0.598141,0.810034,-0.07419,0.571174,0.824158,-0.071992,0.561348,0.843406,-0.064417
13,433,True,0.9959,0.9959,0.664652,0.955788,-0.0,0.602819,0.906937,-0.00191,0.565544,0.852801,-0.011275,0.537683,0.820998,-0.025546,0.511041,0.791606,-0.040408,0.61084,0.748105,-0.011813,0.607843,0.67478,-0.034913,0.606674,0.623098,-0.051415,0.605803,0.578481,-0.063542,0.635317,0.759191,-0.023856,0.554457,0.7566,-0.054748,0.533028,0.814744,-0.062514,0.535811,0.852026,-0.062935,0.648123,0.789744,-0.037283,0.566333,0.791699,-0.065498,0.547621,0.838369,-0.059813,0.550907,0.8721,-0.049322,0.652261,0.828501,-0.05151,0.596765,0.810552,-0.073322,0.569563,0.824248,-0.071829,0.55894,0.843499,-0.064769
14,466,True,0.9959,0.9959,0.664802,0.955312,-0.0,0.602523,0.906312,-0.002027,0.565041,0.852689,-0.011729,0.536631,0.821302,-0.0264,0.509962,0.791778,-0.041613,0.609885,0.747855,-0.011958,0.607249,0.674781,-0.035445,0.606049,0.623312,-0.052102,0.605117,0.578904,-0.064322,0.634412,0.759555,-0.024126,0.553176,0.755061,-0.05557,0.532273,0.813752,-0.063224,0.535535,0.850962,-0.063413,0.647436,0.790662,-0.037757,0.565654,0.791692,-0.066745,0.54729,0.839157,-0.060953,0.550848,0.873198,-0.050146,0.651765,0.829959,-0.052191,0.597195,0.810759,-0.074742,0.569238,0.824047,-0.073541,0.557558,0.843078,-0.066585
15,500,True,0.9961,0.9961,0.663788,0.954421,-0.0,0.600874,0.905189,-0.001969,0.563658,0.851686,-0.012026,0.535222,0.820211,-0.027138,0.508947,0.791934,-0.042838,0.608933,0.746943,-0.012283,0.606792,0.673293,-0.036277,0.605655,0.621124,-0.053284,0.604584,0.57663,-0.065735,0.634017,0.758502,-0.024636,0.551933,0.755631,-0.056486,0.531201,0.815277,-0.06407,0.534548,0.852762,-0.064193,0.6473,0.789533,-0.038494,0.564519,0.792289,-0.067812,0.54636,0.84061,-0.061818,0.550234,0.875162,-0.050829,0.651577,0.828746,-0.05317,0.596198,0.810583,-0.076024,0.568336,0.823963,-0.074909,0.556885,0.842971,-0.067978
16,533,True,0.996,0.996,0.665016,0.955122,-0.0,0.601858,0.906523,-0.001261,0.563973,0.85296,-0.01093,0.535152,0.822496,-0.025651,0.508174,0.794678,-0.040956,0.609387,0.748752,-0.012032,0.605065,0.674696,-0.035384,0.603076,0.622917,-0.052147,0.601756,0.578028,-0.064577,0.633705,0.759353,-0.024569,0.551979,0.757702,-0.055641,0.531347,0.816357,-0.06313,0.535555,0.85265,-0.063468,0.646466,0.789544,-0.038442,0.564152,0.791921,-0.06616,0.546611,0.838437,-0.059599,0.551533,0.871023,-0.048806,0.650595,0.828146,-0.05319,0.595305,0.810416,-0.074514,0.568548,0.823498,-0.072586,0.558922,0.841278,-0.065417
17,566,True,0.996,0.996,0.665072,0.95543,-0.0,0.601215,0.906188,-0.001375,0.563215,0.852408,-0.010796,0.534104,0.821373,-0.025326,0.507445,0.793158,-0.040454,0.608589,0.748383,-0.011436,0.604329,0.67501,-0.034953,0.602467,0.623408,-0.051681,0.600736,0.578975,-0.063951,0.632679,0.759784,-0.023859,0.550347,0.756977,-0.055821,0.530002,0.817302,-0.063706,0.533518,0.855893,-0.063902,0.645741,0.790466,-0.037674,0.563273,0.7929,-0.066989,0.54563,0.841571,-0.061309,0.549665,0.876564,-0.050425,0.65038,0.829356,-0.052209,0.595139,0.811333,-0.074702,0.567602,0.824871,-0.073516,0.556416,0.843668,-0.066569
18,600,True,0.9964,0.9964,0.665506,0.955722,-0.0,0.600823,0.906133,-0.000833,0.562702,0.852194,-0.009975,0.533743,0.821232,-0.024286,0.507565,0.794093,-0.039341,0.608253,0.748804,-0.011745,0.60304,0.675444,-0.03507,0.60091,0.624065,-0.051689,0.598782,0.579484,-0.063929,0.632642,0.760256,-0.024236,0.550124,0.75935,-0.056008,0.529202,0.820043,-0.064089,0.531971,0.859516,-0.064648,0.645722,0.791281,-0.037979,0.562612,0.795087,-0.067255,0.543939,0.844761,-0.062148,0.546951,0.881319,-0.05174,0.650418,0.830476,-0.052317,0.594957,0.812541,-0.074839,0.566955,0.826378,-0.074062,0.555033,0.846372,-0.067493
19,633,True,0.9964,0.9964,0.666036,0.955223,-0.0,0.600455,0.906066,-0.000434,0.562083,0.852641,-0.009513,0.533106,0.822241,-0.023741,0.507067,0.795933,-0.038719,0.607752,0.74876,-0.012327,0.601531,0.675307,-0.035678,0.59894,0.623948,-0.052295,0.596548,0.579202,-0.064532,0.632134,0.760327,-0.024949,0.549152,0.761742,-0.056692,0.528757,0.823027,-0.064695,0.532062,0.862269,-0.065284,0.645151,0.791711,-0.038717,0.561763,0.796875,-0.067614,0.543608,0.846156,-0.062345,0.547014,0.881817,-0.052027,0.64978,0.831327,-0.053065,0.595201,0.813751,-0.075144,0.567863,0.8245,-0.074408,0.556272,0.84104,-0.068072
20,666,True,0.9961,0.9961,0.665965,0.954843,-0.0,0.600219,0.906122,-0.000176,0.5615,0.852539,-0.008965,0.532871,0.821702,-0.022845,0.508266,0.795445,-0.037453,0.606845,0.748229,-0.011669,0.600628,0.675234,-0.034808,0.598041,0.624155,-0.051447,0.59571,0.579503,-0.063765,0.631173,0.759473,-0.024242,0.548476,0.761568,-0.055356,0.528785,0.821797,-0.063263,0.532629,0.859684,-0.064001,0.64399,0.790698,-0.037943,0.56051,0.797326,-0.066057,0.543027,0.845908,-0.060554,0.54696,0.880308,-0.050364,0.648465,0.830098,-0.052256,0.592876,0.814574,-0.073619,0.566217,0.827186,-0.072461,0.55548,0.844524,-0.065968
21,700,True,0.996,0.996,0.665281,0.95529,-0.0,0.599632,0.906284,-8.7e-05,0.561154,0.851984,-0.008489,0.532697,0.820775,-0.021824,0.508759,0.794297,-0.035817,0.60581,0.748662,-0.011503,0.599545,0.675307,-0.034803,0.596907,0.623697,-0.051839,0.594694,0.578596,-0.064483,0.630259,0.759749,-0.02407,0.547236,0.761311,-0.054799,0.528039,0.821034,-0.062527,0.53255,0.857913,-0.063256,0.643233,0.790786,-0.037788,0.559396,0.7974,-0.065342,0.542843,0.845445,-0.059354,0.547784,0.878482,-0.048994,0.648038,0.83011,-0.052187,0.591396,0.814497,-0.073235,0.564987,0.827975,-0.071586,0.554905,0.845609,-0.064767
22,733,True,0.9959,0.9959,0.665949,0.955551,-0.0,0.599661,0.907301,-0.000262,0.560759,0.853219,-0.008738,0.532046,0.82181,-0.022097,0.508598,0.795117,-0.03618,0.604893,0.74951,-0.012153,0.5983,0.676132,-0.035392,0.595214,0.624346,-0.052219,0.592529,0.578946,-0.064668,0.629047,0.760323,-0.02457,0.545881,0.763435,-0.05557,0.526662,0.82424,-0.063322,0.531024,0.862657,-0.063972,0.641893,0.791182,-0.038075,0.557617,0.79919,-0.065944,0.541044,0.847846,-0.060227,0.54557,0.882144,-0.049944,0.64683,0.830307,-0.052216,0.589469,0.815557,-0.073386,0.563609,0.829002,-0.071871,0.553953,0.84714,-0.065097
23,766,True,0.9961,0.9961,0.665891,0.955155,-0.0,0.599152,0.908137,-9.9e-05,0.560366,0.855421,-0.008812,0.531623,0.824345,-0.02257,0.507528,0.799149,-0.037092,0.60263,0.748823,-0.012197,0.595642,0.676544,-0.034952,0.592172,0.62469,-0.051118,0.589114,0.579917,-0.063093,0.627128,0.759343,-0.02473,0.544021,0.76757,-0.05584,0.52624,0.829664,-0.063627,0.531387,0.868723,-0.064247,0.640376,0.790792,-0.038256,0.556216,0.802047,-0.066588,0.540204,0.851751,-0.061358,0.544903,0.887288,-0.051265,0.645542,0.830657,-0.05233,0.588555,0.816899,-0.073979,0.561575,0.828894,-0.073234,0.550675,0.845914,-0.066986
24,800,True,0.9964,0.9964,0.668959,0.954108,-0.0,0.598876,0.910065,0.000109,0.558404,0.859434,-0.009125,0.528594,0.829748,-0.023674,0.504668,0.805442,-0.038943,0.598433,0.745997,-0.009707,0.589465,0.678888,-0.031896,0.585496,0.628773,-0.04795,0.582977,0.58487,-0.060031,0.621993,0.755239,-0.022908,0.538788,0.766904,-0.053151,0.523174,0.829121,-0.060705,0.531032,0.866789,-0.061369,0.634816,0.786525,-0.037343,0.550945,0.801854,-0.06566,0.536602,0.852423,-0.060585,0.543464,0.887063,-0.050707,0.639521,0.827194,-0.052365,0.579236,0.820162,-0.074082,0.554566,0.840176,-0.072905,0.547418,0.863384,-0.066329
25,833,True,0.9965,0.9965,0.666639,0.949215,-0.0,0.595169,0.908509,0.000227,0.552443,0.858748,-0.008718,0.522546,0.829523,-0.02295,0.501304,0.806873,-0.037944,0.590637,0.744296,-0.010196,0.579774,0.677663,-0.033233,0.575162,0.628233,-0.049521,0.571225,0.584089,-0.0615,0.614247,0.753637,-0.023902,0.530723,0.768475,-0.05528,0.518041,0.831216,-0.063054,0.526994,0.868174,-0.063633,0.627997,0.784479,-0.038839,0.543929,0.802534,-0.068379,0.53294,0.854672,-0.062883,0.541492,0.888123,-0.052281,0.634262,0.824406,-0.054303,0.573003,0.819494,-0.0764,0.551501,0.841172,-0.074421,0.546756,0.863542,-0.06712
26,866,True,0.9966,0.9966,0.665509,0.944502,-0.0,0.592862,0.905873,0.001499,0.54948,0.858498,-0.006904,0.518583,0.83071,-0.021061,0.494776,0.811302,-0.036109,0.585486,0.744407,-0.007838,0.570052,0.6788,-0.029083,0.562683,0.6308,-0.043852,0.557109,0.587326,-0.054941,0.608029,0.75228,-0.02237,0.524366,0.769755,-0.053053,0.513076,0.833334,-0.061225,0.522828,0.870589,-0.062116,0.621573,0.781729,-0.037981,0.537559,0.802735,-0.067478,0.528713,0.856817,-0.063029,0.538401,0.891609,-0.053166,0.628198,0.820293,-0.053953,0.566923,0.816751,-0.075851,0.545945,0.838269,-0.074535,0.540888,0.861492,-0.067996
27,900,True,0.9965,0.9965,0.66022,0.935,-0.0,0.587715,0.901525,0.002517,0.545261,0.856648,-0.006289,0.515477,0.830359,-0.020872,0.489794,0.811326,-0.036225,0.578454,0.741099,-0.0087,0.559596,0.672193,-0.030201,0.549217,0.623148,-0.044749,0.541811,0.579663,-0.055662,0.601089,0.74713,-0.023583,0.517961,0.766778,-0.052308,0.508385,0.828514,-0.05784,0.520041,0.860351,-0.057673,0.614605,0.775324,-0.039612,0.532407,0.798394,-0.066395,0.524029,0.850502,-0.059017,0.534627,0.880916,-0.048457,0.621194,0.813415,-0.056225,0.560743,0.814522,-0.076549,0.540343,0.84045,-0.073689,0.536464,0.865178,-0.066551
28,933,True,0.9966,0.9966,0.657218,0.929644,-0.0,0.584474,0.896486,0.00152,0.539993,0.852159,-0.007102,0.508305,0.826599,-0.021195,0.48455,0.807722,-0.035954,0.571043,0.737031,-0.008903,0.552014,0.668178,-0.029604,0.540188,0.619905,-0.043587,0.530576,0.577534,-0.054214,0.592715,0.743535,-0.022952,0.510681,0.766637,-0.051505,0.503237,0.829447,-0.057408,0.515814,0.862907,-0.057413,0.60604,0.771561,-0.038163,0.524053,0.796337,-0.065098,0.517387,0.848831,-0.058669,0.528718,0.880196,-0.048585,0.613592,0.809241,-0.053947,0.552465,0.811215,-0.073983,0.532072,0.836636,-0.071448,0.528202,0.861923,-0.064598
29,966,True,0.9963,0.9963,0.65365,0.926465,-0.0,0.578978,0.894042,0.003197,0.535853,0.850425,-0.004658,0.504724,0.82439,-0.018851,0.480474,0.807404,-0.033741,0.565962,0.735877,-0.004207,0.547257,0.666633,-0.023832,0.5344,0.619051,-0.036233,0.524056,0.578102,-0.045457,0.586805,0.739974,-0.019041,0.504216,0.762691,-0.04742,0.497215,0.825716,-0.053132,0.509806,0.859479,-0.052476,0.59985,0.765681,-0.035146,0.51774,0.793192,-0.062451,0.511672,0.84775,-0.056807,0.52302,0.880432,-0.046806,0.60697,0.800959,-0.051718,0.548337,0.804827,-0.071308,0.527116,0.830626,-0.069371,0.521189,0.856719,-0.06303
30,1000,True,0.9957,0.9957,0.648449,0.921342,-0.0,0.574296,0.890608,0.002039,0.53207,0.849381,-0.006495,0.50109,0.824287,-0.020952,0.475704,0.806783,-0.035878,0.559206,0.732553,-0.006341,0.540478,0.663683,-0.025988,0.527901,0.616025,-0.038218,0.51759,0.575567,-0.047296,0.581363,0.736134,-0.020373,0.500079,0.760586,-0.048138,0.494013,0.822588,-0.053481,0.506159,0.855912,-0.052868,0.595757,0.761846,-0.035679,0.515394,0.792058,-0.062567,0.509749,0.845759,-0.057038,0.520337,0.878653,-0.047429,0.604091,0.797069,-0.051533,0.547628,0.802071,-0.071066,0.52415,0.825694,-0.06982,0.514445,0.85026,-0.064218
31,1033,True,0.9961,0.9961,0.646655,0.91404,-0.0,0.571601,0.88555,0.002777,0.528441,0.847557,-0.005867,0.497288,0.824525,-0.020611,0.471132,0.804256,-0.035812,0.554434,0.728826,-0.005751,0.534177,0.659895,-0.02521,0.519934,0.613877,-0.037794,0.507026,0.575906,-0.047129,0.575985,0.732532,-0.020092,0.4959,0.75631,-0.047714,0.489433,0.817813,-0.053647,0.500467,0.851924,-0.053605,0.59008,0.757775,-0.035656,0.511375,0.784535,-0.062235,0.50587,0.837407,-0.056856,0.51611,0.87081,-0.047596,0.598639,0.792366,-0.051682,0.544019,0.795162,-0.071035,0.520019,0.819228,-0.069589,0.509534,0.845249,-0.063941
32,1066,True,0.9962,0.9962,0.644293,0.905823,-0.0,0.568479,0.878462,0.00503,0.526196,0.84261,-0.002176,0.494923,0.821593,-0.016367,0.467197,0.799986,-0.031435,0.550574,0.721968,-0.000349,0.529735,0.655366,-0.018795,0.517028,0.608728,-0.031387,0.505524,0.568997,-0.040655,0.571571,0.724599,-0.015958,0.49282,0.750025,-0.044107,0.488401,0.813485,-0.051574,0.500213,0.850692,-0.051886,0.585983,0.74889,-0.032654,0.508015,0.777689,-0.060191,0.50449,0.834229,-0.05586,0.515908,0.871246,-0.046375,0.594859,0.782837,-0.049487,0.539365,0.785521,-0.06944,0.516167,0.812041,-0.067865,0.50617,0.83995,-0.061497
33,1100,True,0.9965,0.9965,0.642218,0.892956,-0.0,0.565241,0.867814,0.003914,0.523462,0.835154,-0.003946,0.492335,0.815231,-0.018819,0.463951,0.793157,-0.034568,0.545341,0.712523,-0.000779,0.526016,0.646145,-0.020192,0.513333,0.599345,-0.033758,0.501406,0.559229,-0.043646,0.566415,0.713547,-0.015829,0.49039,0.744816,-0.046078,0.487401,0.810184,-0.05448,0.500736,0.849269,-0.054793,0.581289,0.736153,-0.032096,0.504787,0.768875,-0.06139,0.502644,0.827546,-0.056933,0.516128,0.866188,-0.046608,0.590774,0.769041,-0.048561,0.535821,0.772627,-0.069762,0.514204,0.80149,-0.067915,0.506647,0.830297,-0.060708
34,1133,True,0.9967,0.9967,0.639374,0.880517,-0.0,0.564347,0.857847,0.004618,0.522376,0.82645,-0.003211,0.49136,0.80602,-0.018116,0.462197,0.783969,-0.033961,0.543208,0.704458,-0.001099,0.522547,0.638329,-0.020896,0.509714,0.59223,-0.034401,0.497586,0.553748,-0.04417,0.565328,0.70426,-0.016382,0.48853,0.737976,-0.047107,0.487465,0.803798,-0.055027,0.501737,0.842168,-0.054784,0.580541,0.725662,-0.032855,0.504028,0.760728,-0.062399,0.50362,0.819497,-0.057311,0.517953,0.857191,-0.046433,0.590224,0.757311,-0.049451,0.534328,0.763842,-0.071489,0.512261,0.794061,-0.070016,0.503991,0.82266,-0.062844
35,1166,True,0.9968,0.9968,0.637948,0.86714,-0.0,0.563874,0.846338,0.004463,0.52251,0.815929,-0.004034,0.492738,0.795649,-0.019733,0.464664,0.771934,-0.03635,0.540848,0.693685,-0.001456,0.519826,0.626168,-0.021518,0.506676,0.57945,-0.035066,0.494491,0.540622,-0.04483,0.562774,0.69343,-0.017223,0.486244,0.727199,-0.048565,0.485087,0.79351,-0.056515,0.499452,0.831262,-0.055934,0.578407,0.713943,-0.034185,0.502346,0.748897,-0.064161,0.502328,0.807363,-0.058533,0.51714,0.844045,-0.047017,0.588627,0.744426,-0.051306,0.532354,0.750498,-0.073398,0.511769,0.781447,-0.070966,0.505499,0.810119,-0.062878
36,1200,True,0.9976,0.9976,0.63776,0.859932,-0.0,0.565637,0.839283,0.00417,0.523905,0.808908,-0.005485,0.493496,0.788988,-0.02219,0.464467,0.765456,-0.039568,0.542225,0.684069,-0.002491,0.520113,0.616329,-0.023518,0.5071,0.56913,-0.038132,0.495315,0.528874,-0.04901,0.563858,0.68313,-0.018336,0.485067,0.718419,-0.049093,0.486392,0.782153,-0.05581,0.502981,0.813856,-0.055079,0.578367,0.702473,-0.035553,0.499549,0.734576,-0.064825,0.502429,0.790514,-0.056653,0.520692,0.823458,-0.044117,0.587386,0.731784,-0.053224,0.527822,0.740605,-0.076551,0.509705,0.776257,-0.073506,0.507259,0.807333,-0.064873
