frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
10,333,True,0.9978,0.9978,0.249932,0.619255,0.0,0.311832,0.60122,-0.024872,0.370491,0.536849,-0.038722,0.400816,0.470428,-0.053726,0.431063,0.416466,-0.068292,0.343675,0.407636,-0.013466,0.370478,0.324971,-0.037294,0.388235,0.275029,-0.051207,0.401335,0.229082,-0.060593,0.31098,0.400282,-0.01551,0.349063,0.357716,-0.057789,0.347529,0.438313,-0.06786,0.332362,0.488141,-0.064131,0.274808,0.40557,-0.02115,0.311202,0.362363,-0.066951,0.313116,0.445572,-0.058716,0.301227,0.49554,-0.040274,0.231654,0.419692,-0.028312,0.267914,0.384877,-0.062206,0.280319,0.445667,-0.055675,0.274611,0.488842,-0.04176
11,366,True,0.9979,0.9979,0.252962,0.618532,0.0,0.314915,0.600355,-0.024497,0.373183,0.53807,-0.038556,0.402802,0.473052,-0.054075,0.431686,0.419925,-0.069251,0.345986,0.40771,-0.01289,0.372742,0.324254,-0.037003,0.391386,0.274961,-0.051081,0.405402,0.229796,-0.060372,0.313938,0.4005,-0.015216,0.35339,0.358068,-0.05772,0.351658,0.43944,-0.067793,0.33587,0.489809,-0.063851,0.278423,0.405865,-0.021168,0.315162,0.362088,-0.067083,0.316932,0.446101,-0.058628,0.304593,0.497875,-0.039708,0.235542,0.420132,-0.028649,0.271314,0.384295,-0.062598,0.284515,0.444675,-0.055914,0.27923,0.489172,-0.041633
12,400,True,0.998,0.998,0.256515,0.618413,0.0,0.318584,0.600139,-0.023608,0.377428,0.53773,-0.037348,0.407563,0.474347,-0.052605,0.436718,0.422146,-0.067377,0.347911,0.408302,-0.012554,0.373495,0.323919,-0.037499,0.392708,0.275181,-0.051981,0.407705,0.230789,-0.061415,0.316023,0.401078,-0.015357,0.357975,0.358978,-0.058966,0.356288,0.44196,-0.069099,0.339978,0.491354,-0.064861,0.280578,0.405746,-0.021787,0.31877,0.362706,-0.068702,0.320459,0.448228,-0.059923,0.307831,0.497813,-0.040447,0.237619,0.419114,-0.029609,0.274661,0.384568,-0.063623,0.288061,0.445929,-0.056334,0.282591,0.48819,-0.041568
13,433,True,0.9981,0.9981,0.258268,0.617788,0.0,0.32023,0.598868,-0.024426,0.379513,0.536786,-0.038955,0.410132,0.472866,-0.054934,0.440915,0.420364,-0.070407,0.349551,0.408444,-0.013396,0.375804,0.324755,-0.038655,0.394778,0.27565,-0.053007,0.409707,0.230903,-0.062325,0.317888,0.401439,-0.016055,0.360371,0.359292,-0.05972,0.358175,0.441878,-0.069282,0.342431,0.490103,-0.064644,0.282848,0.406032,-0.022479,0.321605,0.362953,-0.069489,0.322692,0.448083,-0.060007,0.310177,0.497165,-0.040067,0.240173,0.419201,-0.030397,0.277654,0.384317,-0.064239,0.29082,0.445409,-0.056488,0.285437,0.487254,-0.041422
14,466,True,0.9982,0.9982,0.259531,0.616548,0.0,0.322054,0.598271,-0.023428,0.381069,0.535523,-0.03712,0.411547,0.47168,-0.052462,0.442227,0.419702,-0.067386,0.350897,0.408243,-0.012621,0.377973,0.324658,-0.037628,0.396768,0.275653,-0.051683,0.411185,0.230679,-0.060862,0.318878,0.401076,-0.015635,0.361376,0.359919,-0.059283,0.359153,0.443162,-0.068593,0.343856,0.491593,-0.063837,0.283722,0.405396,-0.022378,0.323252,0.362971,-0.069538,0.324121,0.448328,-0.060002,0.3115,0.497372,-0.040069,0.241056,0.418306,-0.030529,0.279372,0.384085,-0.064813,0.292356,0.445538,-0.057275,0.287019,0.4875,-0.042356
15,500,True,0.9982,0.9982,0.260039,0.616363,0.0,0.323075,0.598205,-0.024299,0.382015,0.535432,-0.038282,0.412152,0.470503,-0.053833,0.443802,0.418381,-0.068939,0.35148,0.40904,-0.012915,0.379061,0.324706,-0.037895,0.397989,0.27526,-0.051913,0.412411,0.229899,-0.061087,0.319742,0.40158,-0.01544,0.362457,0.360376,-0.059199,0.359806,0.442678,-0.068609,0.344063,0.491328,-0.0639,0.284685,0.405414,-0.021788,0.324536,0.362287,-0.069027,0.324973,0.447344,-0.059571,0.312114,0.497669,-0.039604,0.241922,0.417611,-0.029653,0.280081,0.383386,-0.064356,0.293334,0.444576,-0.0573,0.288429,0.487489,-0.042582
16,533,True,0.998,0.998,0.260703,0.616021,0.0,0.324098,0.5979,-0.024503,0.383259,0.535286,-0.038421,0.413407,0.469722,-0.053858,0.445054,0.41774,-0.068837,0.352081,0.408592,-0.012646,0.379408,0.325217,-0.037318,0.39826,0.275945,-0.051237,0.412622,0.23052,-0.060433,0.320634,0.401144,-0.014831,0.36206,0.359916,-0.057996,0.360282,0.441532,-0.067548,0.345165,0.489727,-0.063156,0.286071,0.405003,-0.020838,0.324969,0.361683,-0.067518,0.32629,0.44594,-0.058466,0.31381,0.496044,-0.038957,0.243731,0.4172,-0.028394,0.28136,0.382921,-0.062711,0.294882,0.443331,-0.056046,0.289991,0.485905,-0.041734
17,566,True,0.998,0.998,0.261583,0.615294,0.0,0.324484,0.597583,-0.023359,0.384256,0.533997,-0.036476,0.415138,0.469134,-0.051281,0.446333,0.417221,-0.065622,0.352708,0.407591,-0.011809,0.380375,0.324355,-0.036218,0.399073,0.275262,-0.049842,0.413589,0.230062,-0.058823,0.321181,0.399933,-0.014396,0.363133,0.360189,-0.057447,0.360951,0.442338,-0.066702,0.34606,0.490586,-0.062095,0.286573,0.403429,-0.020716,0.326419,0.361715,-0.067166,0.327155,0.446394,-0.057867,0.314418,0.496084,-0.038281,0.244306,0.415151,-0.028514,0.282999,0.382706,-0.062612,0.295926,0.443535,-0.05584,0.290748,0.485431,-0.041506
18,600,True,0.9977,0.9977,0.262495,0.614749,0.0,0.325937,0.596492,-0.024354,0.385033,0.534147,-0.038315,0.415402,0.46892,-0.053959,0.447756,0.417059,-0.069069,0.353968,0.407942,-0.011941,0.381762,0.324206,-0.03677,0.400374,0.274689,-0.050728,0.414795,0.229462,-0.059883,0.322322,0.400276,-0.014248,0.364365,0.360665,-0.058154,0.361505,0.442663,-0.067777,0.346249,0.491277,-0.063142,0.287748,0.403713,-0.02047,0.327423,0.361849,-0.067444,0.327889,0.446111,-0.058297,0.315213,0.496137,-0.038566,0.245526,0.41535,-0.028271,0.283922,0.382623,-0.062487,0.296863,0.442773,-0.055828,0.291803,0.484393,-0.04146
19,633,True,0.9978,0.9978,0.262896,0.615074,0.0,0.326902,0.596139,-0.024559,0.3859,0.534446,-0.038758,0.416199,0.468614,-0.054728,0.448914,0.415891,-0.070235,0.354424,0.408921,-0.011545,0.382209,0.325081,-0.036589,0.401345,0.275208,-0.050886,0.416336,0.229908,-0.060244,0.323078,0.40132,-0.013836,0.365079,0.360743,-0.057879,0.362649,0.442215,-0.067887,0.347394,0.49129,-0.06348,0.288687,0.404691,-0.020113,0.328382,0.361239,-0.06715,0.32922,0.444973,-0.058231,0.316389,0.495738,-0.038577,0.246449,0.41607,-0.028008,0.28486,0.381324,-0.062339,0.298203,0.440859,-0.055818,0.293025,0.483313,-0.041483
20,666,True,0.9978,0.9978,0.263964,0.614628,0.0,0.327571,0.596035,-0.024842,0.386815,0.534035,-0.039144,0.417077,0.468286,-0.055158,0.450155,0.416105,-0.070649,0.35537,0.408323,-0.011835,0.383254,0.32541,-0.037087,0.402432,0.275895,-0.051575,0.417769,0.230668,-0.061065,0.324054,0.400491,-0.013987,0.366089,0.360827,-0.058157,0.363418,0.442513,-0.068167,0.348243,0.492368,-0.063768,0.28972,0.403692,-0.020158,0.329823,0.361125,-0.067203,0.330348,0.444964,-0.058278,0.317493,0.496435,-0.038625,0.247593,0.415032,-0.028012,0.286302,0.381641,-0.062445,0.299442,0.441297,-0.056154,0.294423,0.484182,-0.041965
21,700,True,0.9977,0.9977,0.264123,0.613179,0.0,0.328069,0.595232,-0.024779,0.387259,0.533478,-0.038924,0.417798,0.468008,-0.054807,0.450953,0.416108,-0.070176,0.355748,0.407492,-0.011498,0.384138,0.324438,-0.03641,0.403394,0.275058,-0.050684,0.41879,0.230067,-0.060091,0.324441,0.399733,-0.013592,0.366404,0.360703,-0.057553,0.364011,0.44191,-0.067656,0.349095,0.491448,-0.063415,0.29009,0.402952,-0.019684,0.330057,0.360893,-0.066449,0.330792,0.444389,-0.057643,0.318135,0.495432,-0.0382,0.248063,0.414153,-0.027463,0.286835,0.381096,-0.061624,0.299965,0.44052,-0.055382,0.294951,0.482797,-0.041338
22,733,True,0.9978,0.9978,0.2644,0.612707,0.0,0.328338,0.594694,-0.025104,0.387777,0.53318,-0.039483,0.418352,0.467336,-0.055587,0.451501,0.414554,-0.071178,0.35658,0.408255,-0.012067,0.384732,0.32478,-0.037317,0.403819,0.274939,-0.051701,0.418942,0.229653,-0.061124,0.325066,0.400333,-0.014136,0.366967,0.360846,-0.058726,0.364308,0.44218,-0.068835,0.349085,0.492088,-0.064365,0.290356,0.403293,-0.02025,0.33023,0.360202,-0.067557,0.33091,0.444054,-0.058676,0.318128,0.495662,-0.038964,0.247828,0.414178,-0.028065,0.28668,0.380698,-0.062698,0.299985,0.44025,-0.056571,0.294951,0.482898,-0.042447
23,766,True,0.9979,0.9979,0.264606,0.611083,0.0,0.328548,0.593674,-0.02515,0.387727,0.532337,-0.039514,0.418064,0.466446,-0.055477,0.451008,0.413376,-0.070887,0.357012,0.406878,-0.012312,0.385325,0.323549,-0.037419,0.404518,0.273478,-0.051597,0.419561,0.227842,-0.060955,0.325586,0.399003,-0.014388,0.367151,0.358705,-0.058592,0.364382,0.440642,-0.068286,0.349247,0.490325,-0.06365,0.291101,0.402175,-0.020484,0.330552,0.358916,-0.067584,0.331218,0.443125,-0.05823,0.318462,0.493992,-0.038338,0.248907,0.413213,-0.02828,0.287019,0.378912,-0.062725,0.300145,0.438808,-0.056144,0.295187,0.481081,-0.041808
24,800,True,0.9979,0.9979,0.266026,0.609577,0.0,0.329265,0.59293,-0.024513,0.388647,0.529518,-0.037772,0.419855,0.462399,-0.052624,0.453223,0.40952,-0.067014,0.356973,0.403741,-0.011227,0.38583,0.322301,-0.035661,0.404766,0.2727,-0.049227,0.419927,0.227233,-0.058207,0.325327,0.395193,-0.013417,0.368022,0.354348,-0.057058,0.36503,0.436502,-0.066488,0.349885,0.487582,-0.061597,0.290656,0.398193,-0.019576,0.331443,0.357394,-0.0666,0.331298,0.441551,-0.057856,0.318364,0.49262,-0.038274,0.24868,0.409377,-0.02732,0.287688,0.376513,-0.061673,0.300782,0.436722,-0.055531,0.296132,0.479759,-0.041544
25,833,True,0.9975,0.9975,0.266744,0.607804,0.0,0.32997,0.590949,-0.025397,0.388997,0.528416,-0.039417,0.419321,0.461549,-0.054959,0.452945,0.409032,-0.069962,0.358061,0.402452,-0.011631,0.385919,0.320599,-0.036366,0.404813,0.270793,-0.050263,0.420417,0.22581,-0.059357,0.326045,0.393665,-0.013536,0.368667,0.353428,-0.057879,0.365484,0.435342,-0.067774,0.350171,0.487747,-0.062914,0.291304,0.396551,-0.01949,0.331316,0.356611,-0.066906,0.331191,0.440483,-0.058501,0.3186,0.492675,-0.038898,0.24961,0.407701,-0.027102,0.288136,0.374459,-0.061531,0.301138,0.434371,-0.055422,0.296564,0.478094,-0.041291
26,866,True,0.9977,0.9977,0.26728,0.606139,0.0,0.33028,0.58942,-0.025508,0.389501,0.527961,-0.039832,0.419728,0.461519,-0.055647,0.453073,0.408386,-0.070921,0.35833,0.401618,-0.012043,0.386603,0.319526,-0.036949,0.405611,0.269567,-0.050896,0.421038,0.224347,-0.059988,0.326461,0.392969,-0.014017,0.369401,0.352194,-0.058386,0.366682,0.433981,-0.068362,0.351466,0.485654,-0.063554,0.291773,0.395819,-0.019997,0.332042,0.355455,-0.067438,0.331956,0.439331,-0.058897,0.319057,0.490649,-0.039201,0.250095,0.40676,-0.027622,0.288628,0.37355,-0.061983,0.301715,0.433582,-0.055608,0.296959,0.476709,-0.041278
27,900,True,0.9976,0.9976,0.267315,0.605141,0.0,0.331057,0.588418,-0.024571,0.389933,0.526729,-0.038223,0.419834,0.460534,-0.053537,0.453375,0.408383,-0.068381,0.358847,0.401551,-0.011175,0.387249,0.319055,-0.036154,0.406462,0.268899,-0.050206,0.421783,0.223264,-0.059416,0.327084,0.392854,-0.013537,0.369707,0.352261,-0.058427,0.366299,0.434528,-0.06847,0.350442,0.48594,-0.063538,0.292423,0.395633,-0.019865,0.332695,0.355062,-0.067692,0.332038,0.439445,-0.058809,0.31863,0.49006,-0.038716,0.250549,0.40666,-0.027761,0.289514,0.373433,-0.062269,0.302223,0.433514,-0.055634,0.297218,0.475463,-0.041055
28,933,True,0.9975,0.9975,0.268136,0.604379,0.0,0.331386,0.587364,-0.024219,0.389669,0.525849,-0.037743,0.420392,0.460318,-0.052986,0.453694,0.407873,-0.067744,0.35936,0.401228,-0.010736,0.38748,0.318998,-0.035457,0.406834,0.268743,-0.049329,0.422246,0.223143,-0.058444,0.327859,0.39262,-0.013269,0.370296,0.350955,-0.057793,0.367887,0.432997,-0.067843,0.352574,0.484336,-0.062981,0.293432,0.395378,-0.019723,0.3336,0.354422,-0.067329,0.333547,0.438829,-0.058486,0.320232,0.489207,-0.038468,0.251924,0.406176,-0.0277,0.290737,0.372031,-0.061964,0.303159,0.432196,-0.055134,0.297487,0.474066,-0.040489
29,966,True,0.9974,0.9974,0.267815,0.603676,0.0,0.331685,0.586944,-0.024478,0.389968,0.524539,-0.037886,0.420342,0.45831,-0.053004,0.454184,0.406567,-0.067583,0.359405,0.400322,-0.010411,0.387851,0.31856,-0.035221,0.407215,0.268196,-0.049238,0.422604,0.222655,-0.058475,0.327737,0.391633,-0.012773,0.370678,0.350695,-0.057456,0.367963,0.432719,-0.067441,0.352477,0.484652,-0.062465,0.293373,0.394353,-0.019162,0.334197,0.354369,-0.066862,0.33378,0.438575,-0.058078,0.320283,0.489429,-0.038072,0.25214,0.405266,-0.027143,0.291458,0.372744,-0.061685,0.303473,0.432597,-0.055241,0.2976,0.474441,-0.04082
30,1000,True,0.9977,0.9977,0.268394,0.603553,0.0,0.331515,0.587011,-0.02399,0.389711,0.524259,-0.037241,0.420741,0.458169,-0.052311,0.454604,0.406711,-0.066887,0.359575,0.400888,-0.010456,0.388031,0.318632,-0.035066,0.407455,0.268321,-0.048926,0.42299,0.22301,-0.058069,0.328286,0.392245,-0.012987,0.371096,0.351085,-0.057364,0.368521,0.432538,-0.06718,0.353353,0.484189,-0.062244,0.294083,0.394923,-0.019474,0.334634,0.353597,-0.066667,0.334557,0.437412,-0.057751,0.321437,0.488687,-0.037845,0.252893,0.405525,-0.027547,0.291782,0.372112,-0.061669,0.30409,0.431386,-0.055223,0.298615,0.473434,-0.040944
31,1033,True,0.9977,0.9977,0.268245,0.603241,0.0,0.33149,0.586646,-0.024016,0.390082,0.523224,-0.037068,0.421178,0.456891,-0.051828,0.455363,0.405921,-0.066124,0.36013,0.401474,-0.011055,0.388656,0.319136,-0.035526,0.407873,0.268824,-0.049248,0.42299,0.223114,-0.058379,0.328757,0.392476,-0.013549,0.371647,0.351176,-0.057834,0.368881,0.43255,-0.067585,0.353227,0.484027,-0.062661,0.294451,0.394942,-0.01992,0.335072,0.353652,-0.067037,0.334798,0.437374,-0.05812,0.321287,0.488544,-0.038277,0.253018,0.405331,-0.027859,0.291779,0.372642,-0.062141,0.304037,0.431915,-0.055808,0.298279,0.473915,-0.041608
32,1066,True,0.9978,0.9978,0.26897,0.602773,0.0,0.331622,0.586029,-0.024187,0.390001,0.522939,-0.037515,0.42119,0.456643,-0.052549,0.455469,0.405699,-0.067112,0.360283,0.401577,-0.011623,0.388904,0.319064,-0.036373,0.408255,0.268754,-0.050241,0.423568,0.22323,-0.059431,0.329067,0.392457,-0.014109,0.371904,0.351658,-0.058489,0.368995,0.432868,-0.068093,0.353371,0.484163,-0.063138,0.294807,0.39468,-0.020504,0.33535,0.353421,-0.067586,0.335028,0.436966,-0.058474,0.321521,0.488395,-0.038566,0.253238,0.404665,-0.028517,0.291705,0.372054,-0.062771,0.304324,0.431127,-0.056417,0.298915,0.473403,-0.042222
33,1100,True,0.9977,0.9977,0.269429,0.601558,0.0,0.331909,0.584871,-0.023921,0.390087,0.521927,-0.037005,0.421474,0.456274,-0.051836,0.455193,0.405288,-0.066257,0.360521,0.400468,-0.011468,0.389072,0.318476,-0.035937,0.408318,0.268512,-0.049692,0.423641,0.223146,-0.058772,0.329069,0.391343,-0.013954,0.371551,0.350896,-0.058042,0.368545,0.431981,-0.067653,0.35292,0.483911,-0.062711,0.294576,0.393633,-0.02029,0.33472,0.352917,-0.067081,0.334209,0.436303,-0.058177,0.320755,0.48822,-0.038421,0.25292,0.403781,-0.02822,0.291353,0.370896,-0.062264,0.303927,0.429787,-0.055973,0.298569,0.472612,-0.041833
34,1133,True,0.9978,0.9978,0.269262,0.600415,0.0,0.331808,0.583982,-0.024622,0.390479,0.521412,-0.038054,0.421678,0.455365,-0.053096,0.454914,0.403651,-0.067688,0.360671,0.399892,-0.012109,0.389278,0.317588,-0.036792,0.408416,0.267672,-0.050635,0.423676,0.222359,-0.059732,0.329233,0.390933,-0.014368,0.371857,0.350146,-0.058889,0.368625,0.431402,-0.068658,0.353114,0.483416,-0.063689,0.29463,0.393389,-0.020509,0.334613,0.351796,-0.067666,0.333994,0.435552,-0.058695,0.320742,0.487789,-0.038761,0.25282,0.403657,-0.028282,0.290927,0.370182,-0.06256,0.303389,0.429286,-0.056154,0.298083,0.472437,-0.04183
35,1166,True,0.9977,0.9977,0.269348,0.599965,0.0,0.331804,0.583542,-0.024346,0.390174,0.520516,-0.037566,0.421783,0.454461,-0.052416,0.455305,0.40266,-0.066821,0.360879,0.399286,-0.011785,0.389307,0.317005,-0.036371,0.408346,0.267173,-0.050056,0.423452,0.221859,-0.059034,0.329457,0.39044,-0.014146,0.371859,0.349492,-0.05854,0.368223,0.431151,-0.068127,0.352554,0.482876,-0.063005,0.294726,0.392957,-0.020386,0.334475,0.351609,-0.067569,0.333641,0.435488,-0.058432,0.320283,0.487235,-0.038319,0.25275,0.403328,-0.028213,0.290471,0.36905,-0.062414,0.302994,0.428131,-0.05576,0.297691,0.471088,-0.041242
36,1200,True,0.9974,0.9974,0.269141,0.598921,0.0,0.332276,0.581787,-0.025552,0.390781,0.519737,-0.040006,0.420564,0.452855,-0.056005,0.455336,0.401368,-0.071443,0.36267,0.399459,-0.012395,0.390336,0.31607,-0.037718,0.409088,0.265943,-0.051852,0.423937,0.221113,-0.061031,0.331142,0.39094,-0.014484,0.373293,0.350956,-0.059749,0.368757,0.432227,-0.069522,0.352839,0.482577,-0.064416,0.296116,0.393169,-0.020666,0.335481,0.350836,-0.068709,0.333946,0.434598,-0.05931,0.320385,0.485968,-0.038851,0.253242,0.402989,-0.028532,0.290603,0.368845,-0.06326,0.302942,0.428026,-0.05645,0.297617,0.470099,-0.041684
37,1233,True,0.9973,0.9973,0.268898,0.598366,0.0,0.332157,0.580988,-0.025784,0.390648,0.519261,-0.040285,0.420667,0.45231,-0.056231,0.455413,0.400231,-0.071599,0.362806,0.398787,-0.012569,0.390498,0.315696,-0.037533,0.408892,0.265738,-0.051304,0.423426,0.220665,-0.06032,0.331199,0.390137,-0.014475,0.372594,0.350021,-0.058992,0.368303,0.431167,-0.06851,0.352798,0.480475,-0.063455,0.296045,0.392373,-0.020452,0.334856,0.35027,-0.068093,0.333294,0.433846,-0.058722,0.319745,0.484174,-0.038444,0.253031,0.402126,-0.0281,0.289669,0.367743,-0.062633,0.302617,0.426991,-0.055829,0.297847,0.468823,-0.041139
